pdbId,deg_0,clco_0,clce_0,dce_0,ebc_0,cfcc_0,sgc_0,deg_1,clco_1,clce_1,dce_1,ebc_1,cfcc_1,sgc_1,deg_2,clco_2,clce_2,dce_2,ebc_2,cfcc_2,sgc_2,deg_3,clco_3,clce_3,dce_3,ebc_3,cfcc_3,sgc_3,deg_4,clco_4,clce_4,dce_4,ebc_4,cfcc_4,sgc_4,deg_5,clco_5,clce_5,dce_5,ebc_5,cfcc_5,sgc_5,deg_6,clco_6,clce_6,dce_6,ebc_6,cfcc_6,sgc_6,deg_7,clco_7,clce_7,dce_7,ebc_7,cfcc_7,sgc_7,deg_8,clco_8,clce_8,dce_8,ebc_8,cfcc_8,sgc_8,deg_9,clco_9,clce_9,dce_9,ebc_9,cfcc_9,sgc_9,label
4q8n:A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0,0.26229508196721313,1.0,0.9992469879518072,1.0,0.9836065573770492,0.07377049180327869,0.00546448087431694,0.7377049180327869,0.0,0.0007530120481927711,0.0,0.01639344262295082,0.1092896174863388,0.04644808743169399,0.0,0.0,0.0,0.0,0.0,0.34153005464480873,0.25136612021857924,0.0,0.0,0.0,0.0,0.0,0.21584699453551912,0.25136612021857924,0.0,0.0,0.0,0.0,0.0,0.21584699453551912,0.28415300546448086,0.0,0.0,0.0,0.0,0.0,0.030054644808743168,0.040983606557377046,0.0,0.0,0.0,0.0,0.0,0.01092896174863388,0.07650273224043716,0.0,0.0,0.0,0.0,0.0,0.0,0.04371584699453552,0.0,0.0,0.0,0.0,0.0,0
1htw:A,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,1.0,0.996268656716418,1.0,0.9620253164556962,0.15822784810126583,0.0,0.8924050632911392,0.0,0.0018656716417910447,0.0,0.0379746835443038,0.12025316455696203,0.0379746835443038,0.10126582278481013,0.0,0.0018656716417910447,0.0,0.0,0.3227848101265823,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0.17721518987341772,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.04430379746835443,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0
1htw:B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,1.0,0.9962476547842402,1.0,0.9556962025316456,0.17721518987341772,0.0,0.8860759493670886,0.0,0.001876172607879925,0.0,0.04430379746835443,0.13291139240506328,0.05063291139240506,0.10759493670886076,0.0,0.001876172607879925,0.0,0.0,0.3227848101265823,0.25949367088607594,0.0,0.0,0.0,0.0,0.0,0.12658227848101267,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0.189873417721519,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.056962025316455694,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0
1htw:C,0.006329113924050633,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.012658227848101266,1.0,0.9962825278810409,1.0,0.9493670886075949,0.17088607594936708,0.0,0.8860759493670886,0.0,0.0018587360594795538,0.0,0.05063291139240506,0.13291139240506328,0.0379746835443038,0.10126582278481013,0.0,0.0018587360594795538,0.0,0.0,0.2848101265822785,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0.1518987341772152,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0.1962025316455696,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.10759493670886076,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.056962025316455694,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0
4d6y:A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,1.0,0.9976635514018691,1.0,1.0,0.08264462809917356,0.0,0.6115702479338843,0.0,0.002336448598130841,0.0,0.0,0.11570247933884298,0.04132231404958678,0.3884297520661157,0.0,0.0,0.0,0.0,0.3140495867768595,0.2396694214876033,0.0,0.0,0.0,0.0,0.0,0.2644628099173554,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.2066115702479339,0.2975206611570248,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0743801652892562,0.0,0.0,0.0,0.0,0.0,0.0,0.09917355371900827,0.0,0.0,0.0,0.0,0.0,0.0,0.06611570247933884,0.0,0.0,0.0,0.0,0.0,0
4d6y:B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,1.0,0.9976635514018691,1.0,1.0,0.08264462809917356,0.0,0.6115702479338843,0.0,0.002336448598130841,0.0,0.0,0.12396694214876033,0.03305785123966942,0.3884297520661157,0.0,0.0,0.0,0.0,0.3140495867768595,0.256198347107438,0.0,0.0,0.0,0.0,0.0,0.24793388429752067,0.17355371900826447,0.0,0.0,0.0,0.0,0.0,0.21487603305785125,0.2809917355371901,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.10743801652892562,0.0,0.0,0.0,0.0,0.0,0.0,0.05785123966942149,0.0,0.0,0.0,0.0,0.0,0
4u63:A,0.002070393374741201,0.002070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101449275362319,1.0,0.9993906154783668,1.0,0.9834368530020704,0.13043478260869565,0.004140786749482402,0.2898550724637681,0.0,0.0006093845216331506,0.0,0.016563146997929608,0.13871635610766045,0.062111801242236024,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.17184265010351968,0.0,0.0,0.0,0.0,0.0,0.22153209109730848,0.3022774327122153,0.0,0.0,0.0,0.0,0.0,0.15527950310559005,0.2795031055900621,0.0,0.0,0.0,0.0,0.0,0.018633540372670808,0.08281573498964803,0.0,0.0,0.0,0.0,0.0,0.0,0.053830227743271224,0.0,0.0,0.0,0.0,0.0,0.0,0.041407867494824016,0.0,0.0,0.0,0.0,0.0,0
5kdp:A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024906600249066002,0.0,0.788293897882939,1.0,1.0,1.0,0.9551681195516812,0.06351183063511831,0.0024906600249066002,0.21170610211706103,0.0,0.0,0.0,0.0448318804483188,0.0859277708592777,0.062266500622665005,0.0,0.0,0.0,0.0,0.0,0.31880448318804483,0.2590286425902864,0.0,0.0,0.0,0.0,0.0,0.23661270236612703,0.2752179327521793,0.0,0.0,0.0,0.0,0.0,0.2403486924034869,0.26899128268991285,0.0,0.0,0.0,0.0,0.0,0.039850560398505604,0.05603985056039851,0.0,0.0,0.0,0.0,0.0,0.012453300124533,0.047322540473225407,0.0,0.0,0.0,0.0,0.0,0.0,0.028642590286425903,0.0,0.0,0.0,0.0,0.0,0
5kdp:C,0.0,0.0012406947890818859,0.0,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.7952853598014888,1.0,1.0,1.0,0.956575682382134,0.06327543424317618,0.0012406947890818859,0.20471464019851116,0.0,0.0,0.0,0.043424317617866005,0.08933002481389578,0.060794044665012405,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.2531017369727047,0.0,0.0,0.0,0.0,0.0,0.24317617866004962,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.22952853598014888,0.2679900744416873,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.04714640198511166,0.0,0.0,0.0,0.0,0.0,0.01240694789081886,0.04962779156327544,0.0,0.0,0.0,0.0,0.0,0.0,0.028535980148883373,0.0,0.0,0.0,0.0,0.0,0
3epr:A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11923076923076924,1.0,0.997828447339848,1.0,0.9884615384615385,0.1,0.0038461538461538464,0.8807692307692307,0.0,0.002171552660152009,0.0,0.011538461538461539,0.12307692307692308,0.026923076923076925,0.0,0.0,0.0,0.0,0.0,0.33076923076923076,0.25384615384615383,0.0,0.0,0.0,0.0,0.0,0.20384615384615384,0.2423076923076923,0.0,0.0,0.0,0.0,0.0,0.2,0.3153846153846154,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0038461538461538464,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0
