pdbId,AAA,AEE,DAL,DEI,DII,DN,EF,FI,FR,GM,HG,HP,II,LRE,LVL,MD,MF,MN,NE,NR,NV,NY,RM,YI,label,deg_0,clco_0,clce_0,dce_0,ebc_0,cfcc_0,sgc_0,deg_1,clco_1,clce_1,dce_1,ebc_1,cfcc_1,sgc_1,deg_2,clco_2,clce_2,dce_2,ebc_2,cfcc_2,sgc_2,deg_3,clco_3,clce_3,dce_3,ebc_3,cfcc_3,sgc_3,deg_4,clco_4,clce_4,dce_4,ebc_4,cfcc_4,sgc_4,deg_5,clco_5,clce_5,dce_5,ebc_5,cfcc_5,sgc_5,deg_6,clco_6,clce_6,dce_6,ebc_6,cfcc_6,sgc_6,deg_7,clco_7,clce_7,dce_7,ebc_7,cfcc_7,sgc_7,deg_8,clco_8,clce_8,dce_8,ebc_8,cfcc_8,sgc_8,deg_9,clco_9,clce_9,dce_9,ebc_9,cfcc_9,sgc_9
3FVB:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.037267080745341616,1.0,0.9919743178170144,1.0,0.8695652173913043,0.08074534161490682,0.0,0.9627329192546584,0.0,0.006420545746388443,0.0,0.13043478260869565,0.049689440993788817,0.024844720496894408,0.0,0.0,0.0016051364365971107,0.0,0.0,0.21739130434782608,0.09937888198757763,0.0,0.0,0.0,0.0,0.0,0.3167701863354037,0.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.2670807453416149,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.06832298136645963,0.0,0.0,0.0,0.0,0.0,0.018633540372670808,0.07453416149068323,0.0,0.0,0.0,0.0,0.0,0.0,0.037267080745341616,0.0,0.0,0.0,0.0,0.0
3P3V:A,0,0,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,1.0,0.9963570127504554,1.0,0.9938271604938272,0.1111111111111111,0.0,0.8580246913580247,0.0,0.0036429872495446266,0.0,0.006172839506172839,0.1419753086419753,0.0308641975308642,0.1419753086419753,0.0,0.0,0.0,0.0,0.3950617283950617,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.13580246913580246,0.2654320987654321,0.0,0.0,0.0,0.0,0.0,0.1851851851851852,0.25308641975308643,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.08641975308641975,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.06790123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
2XO6:A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00746268656716418,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.0,0.20895522388059692,1.0,0.9691211401425178,1.0,1.0,0.14925373134328354,0.0,0.7910447761194029,0.0,0.023752969121140145,0.0,0.0,0.16417910447761194,0.04477611940298507,0.0,0.0,0.0023752969121140144,0.0,0.0,0.3283582089552239,0.15671641791044774,0.0,0.0,0.004750593824228029,0.0,0.0,0.22388059701492533,0.20895522388059692,0.0,0.0,0.0,0.0,0.0,0.1044776119402985,0.34328358208955223,0.0,0.0,0.0,0.0,0.0,0.0,0.09701492537313433,0.0,0.0,0.0,0.0,0.0,0.0,0.06716417910447761,0.0,0.0,0.0,0.0,0.0,0.0,0.07462686567164177,0.0,0.0,0.0,0.0,0.0
3BJK:B,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.014084507042253518,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.02112676056338028,1.0,0.9913606911447084,1.0,1.0,0.14788732394366194,0.0,0.852112676056338,0.0,0.008639308855291577,0.0,0.0,0.16901408450704225,0.04929577464788732,0.1267605633802817,0.0,0.0,0.0,0.0,0.28169014084507044,0.23943661971830985,0.0,0.0,0.0,0.0,0.0,0.22535211267605634,0.2323943661971831,0.0,0.0,0.0,0.0,0.0,0.1267605633802817,0.2746478873239437,0.0,0.0,0.0,0.0,0.0,0.02112676056338028,0.09154929577464788,0.0,0.0,0.0,0.0,0.0,0.0,0.04929577464788732,0.0,0.0,0.0,0.0,0.0,0.0,0.04929577464788732,0.0,0.0,0.0,0.0,0.0
5SWN:B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0.003367003367003368,0.003367003367003368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,1.0,1.0,1.0,0.9494949494949496,0.0707070707070707,0.003367003367003368,0.9629629629629628,0.0,0.0,0.0,0.0505050505050505,0.11447811447811447,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.3265993265993266,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.2255892255892256,0.2491582491582492,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.2558922558922559,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.09427609427609428,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.057239057239057235,0.0,0.0,0.0,0.0,0.0,0.0,0.04040404040404042,0.0,0.0,0.0,0.0,0.0
3NTX:B,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0.0,0.0030211480362537764,0.0,0.0,0.0,0.0,0.0,0.01812688821752266,0.0,0.4199395770392749,1.0,0.9954044117647058,1.0,0.9909365558912386,0.1540785498489426,0.006042296072507553,0.5800604229607251,0.0,0.0036764705882352936,0.0,0.00906344410876133,0.12386706948640484,0.07250755287009064,0.0,0.0,0.0009191176470588236,0.0,0.0,0.3413897280966767,0.20241691842900306,0.0,0.0,0.0,0.0,0.0,0.18429003021148035,0.2628398791540785,0.0,0.0,0.0,0.0,0.0,0.16012084592145015,0.29003021148036257,0.0,0.0,0.0,0.0,0.0,0.012084592145015106,0.05438066465256797,0.0,0.0,0.0,0.0,0.0,0.006042296072507553,0.04531722054380664,0.0,0.0,0.0,0.0,0.0,0.0,0.0634441087613293,0.0,0.0,0.0,0.0,0.0
3FN5:A,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0.012422360248447204,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,1.0,1.0,1.0,0.9875776397515528,0.16770186335403728,0.0,0.8322981366459627,0.0,0.0,0.0,0.012422360248447204,0.16149068322981364,0.06832298136645963,0.16770186335403728,0.0,0.0,0.0,0.0,0.2795031055900621,0.3291925465838509,0.0,0.0,0.0,0.0,0.0,0.16149068322981364,0.18633540372670807,0.0,0.0,0.0,0.0,0.0,0.19875776397515527,0.2298136645962733,0.0,0.0,0.0,0.0,0.0,0.0,0.05590062111801242,0.0,0.0,0.0,0.0,0.0,0.012422360248447204,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.07453416149068323,0.0,0.0,0.0,0.0,0.0
2IN3:A,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.004901960784313725,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882352941176471,1.0,0.9958563535911602,1.0,0.9803921568627452,0.07352941176470587,0.0,0.9362745098039216,0.0,0.004143646408839779,0.0,0.0196078431372549,0.13725490196078433,0.04411764705882353,0.004901960784313725,0.0,0.0,0.0,0.0,0.3137254901960784,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.25,0.28921568627450983,0.0,0.0,0.0,0.0,0.0,0.20098039215686275,0.30392156862745096,0.0,0.0,0.0,0.0,0.0,0.014705882352941175,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.07352941176470587,0.0,0.0,0.0,0.0,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0
4D8I:A,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.0,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.011811023622047244,0.0,0.07086614173228346,1.0,0.9988235294117648,1.0,0.9921259842519684,0.12598425196850396,0.0,0.9291338582677166,0.0,0.001176470588235294,0.0,0.007874015748031496,0.18503937007874016,0.07480314960629922,0.0,0.0,0.0,0.0,0.0,0.3110236220472441,0.28346456692913385,0.0,0.0,0.0,0.0,0.0,0.16535433070866146,0.2598425196850393,0.0,0.0,0.0,0.0,0.0,0.16535433070866146,0.2283464566929134,0.0,0.0,0.0,0.0,0.0,0.023622047244094488,0.043307086614173235,0.0,0.0,0.0,0.0,0.0,0.011811023622047244,0.06299212598425198,0.0,0.0,0.0,0.0,0.0,0.0,0.03937007874015748,0.0,0.0,0.0,0.0,0.0
4IJI:D,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019704433497536943,0.0,0.09852216748768472,1.0,0.9873595505617978,1.0,0.9605911330049262,0.09852216748768472,0.0,0.8916256157635468,0.0,0.012640449438202249,0.0,0.039408866995073885,0.09852216748768472,0.03448275862068965,0.009852216748768471,0.0,0.0,0.0,0.0,0.3349753694581281,0.12807881773399016,0.0,0.0,0.0,0.0,0.0,0.2315270935960591,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.18226600985221675,0.374384236453202,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.06403940886699508,0.0,0.0,0.0,0.0,0.0,0.0,0.11330049261083745,0.0,0.0,0.0,0.0,0.0,0.0,0.04433497536945813,0.0,0.0,0.0,0.0,0.0
4KNU:F,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.0,0.06315789473684211,1.0,1.0,1.0,0.9929824561403509,0.10526315789473684,0.0,0.936842105263158,0.0,0.0,0.0,0.007017543859649123,0.16140350877192985,0.038596491228070184,0.0,0.0,0.0,0.0,0.0,0.3192982456140351,0.3578947368421053,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.24210526315789474,0.0,0.0,0.0,0.0,0.0,0.19298245614035087,0.2175438596491228,0.0,0.0,0.0,0.0,0.0,0.03157894736842105,0.07368421052631577,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0
2BS6:A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.011235955056179777,0.011235955056179777,0.0,0.0,0.0,0.0,0.0,0.011235955056179777,0.0,0.0,0.9325842696629212,0.9844357976653696,1.0,1.0,0.25842696629213485,0.0,0.6179775280898876,0.06741573033707865,0.011673151750972765,0.0,0.0,0.25842696629213485,0.0898876404494382,0.3820224719101124,0.0,0.003891050583657589,0.0,0.0,0.2808988764044944,0.3146067415730337,0.0,0.0,0.0,0.0,0.0,0.07865168539325842,0.2808988764044944,0.0,0.0,0.0,0.0,0.0,0.0898876404494382,0.15730337078651685,0.0,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,0.011235955056179777,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,0.0,0.07865168539325842,0.0,0.0,0.0,0.0,0.0
