pdbId,AAA,AEE,DAL,DEI,DII,DN,EF,FI,FR,GM,HG,HP,II,LRE,LVL,MD,MF,MN,NE,NR,NV,NY,RM,YI,label,deg_0,clco_0,clce_0,dce_0,ebc_0,cfcc_0,sgc_0,deg_1,clco_1,clce_1,dce_1,ebc_1,cfcc_1,sgc_1,deg_2,clco_2,clce_2,dce_2,ebc_2,cfcc_2,sgc_2,deg_3,clco_3,clce_3,dce_3,ebc_3,cfcc_3,sgc_3,deg_4,clco_4,clce_4,dce_4,ebc_4,cfcc_4,sgc_4,deg_5,clco_5,clce_5,dce_5,ebc_5,cfcc_5,sgc_5,deg_6,clco_6,clce_6,dce_6,ebc_6,cfcc_6,sgc_6,deg_7,clco_7,clce_7,dce_7,ebc_7,cfcc_7,sgc_7,deg_8,clco_8,clce_8,dce_8,ebc_8,cfcc_8,sgc_8,deg_9,clco_9,clce_9,dce_9,ebc_9,cfcc_9,sgc_9
2C61:A,0,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,2,5,1,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006960556844547564,0.0,0.5150812064965197,1.0,0.9986639946559788,1.0,0.965197215777262,0.12993039443155452,0.002320185614849188,0.4849187935034802,0.0,0.0013360053440213762,0.0,0.03248259860788863,0.11136890951276104,0.04872389791183295,0.0,0.0,0.0,0.0,0.002320185614849188,0.31786542923433875,0.26218097447795824,0.0,0.0,0.0,0.0,0.0,0.19953596287703013,0.2691415313225058,0.0,0.0,0.0,0.0,0.0,0.20649651972157773,0.2412993039443156,0.0,0.0,0.0,0.0,0.0,0.016241299303944315,0.07192575406032482,0.0,0.0,0.0,0.0,0.0,0.009280742459396751,0.06264501160092807,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.04176334106728538,0.0,0.0,0.0,0.0,0.0
2GMY:B,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0.00684931506849315,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.0,0.0,1.0,0.9883720930232558,1.0,0.9794520547945206,0.06164383561643835,0.0,0.8904109589041096,0.0,0.007751937984496123,0.0,0.02054794520547945,0.1095890410958904,0.02054794520547945,0.1095890410958904,0.0,0.0038759689922480615,0.0,0.0,0.2945205479452055,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.2808219178082192,0.2671232876712329,0.0,0.0,0.0,0.0,0.0,0.2123287671232877,0.3767123287671233,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.11643835616438356,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0
1SU2:B,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.006289308176100629,0.025157232704402517,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.09433962264150944,1.0,0.9843444227005872,1.0,0.9937106918238994,0.16981132075471694,0.006289308176100629,0.8616352201257862,0.0,0.011741682974559686,0.0,0.006289308176100629,0.1069182389937107,0.0880503144654088,0.0440251572327044,0.0,0.003913894324853229,0.0,0.0,0.3522012578616352,0.1761006289308176,0.0,0.0,0.0,0.0,0.0,0.12578616352201258,0.2893081761006289,0.0,0.0,0.0,0.0,0.0,0.1761006289308176,0.2515723270440252,0.0,0.0,0.0,0.0,0.0,0.012578616352201259,0.050314465408805034,0.0,0.0,0.0,0.0,0.0,0.012578616352201259,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0
4D40:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.011235955056179777,0.0,0.0,0.0,0.0,0.0,0.05617977528089888,0.0,0.0,0.9775280898876404,0.9703703703703704,1.0,1.0,0.20224719101123595,0.033707865168539325,0.8764044943820225,0.02247191011235955,0.02962962962962963,0.0,0.0,0.12359550561797752,0.07865168539325842,0.12359550561797752,0.0,0.0,0.0,0.0,0.3146067415730337,0.1797752808988764,0.0,0.0,0.0,0.0,0.0,0.2247191011235955,0.19101123595505606,0.0,0.0,0.0,0.0,0.0,0.07865168539325842,0.2696629213483146,0.0,0.0,0.0,0.0,0.0,0.0,0.07865168539325842,0.0,0.0,0.0,0.0,0.0,0.0,0.06741573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0898876404494382,0.0,0.0,0.0,0.0,0.0
3S7P:A,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0,0.0,0.01904761904761905,0.0,0.2857142857142857,1.0,0.9972144846796658,1.0,0.9968253968253968,0.11746031746031745,0.0031746031746031746,0.7142857142857143,0.0,0.0027855153203342627,0.0,0.0031746031746031746,0.0984126984126984,0.0380952380952381,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.27301587301587305,0.0,0.0,0.0,0.0,0.0,0.2412698412698413,0.26031746031746034,0.0,0.0,0.0,0.0,0.0,0.1619047619047619,0.20634920634920634,0.0,0.0,0.0,0.0,0.0,0.012698412698412698,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.006349206349206349,0.07301587301587302,0.0,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.0,0.0
4XPW:A,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.015267175572519085,0.0,0.0,0.0,0.0,0.0,0.015267175572519085,0.0,0.0,1.0,0.9852941176470588,1.0,1.0,0.06870229007633588,0.0,1.0,0.0,0.014705882352941175,0.0,0.0,0.06870229007633588,0.015267175572519085,0.0,0.0,0.0,0.0,0.0,0.267175572519084,0.0916030534351145,0.0,0.0,0.0,0.0,0.0,0.4045801526717557,0.18320610687022892,0.0,0.0,0.0,0.0,0.0,0.15267175572519084,0.4809160305343512,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.06870229007633588,0.0,0.0,0.0,0.0,0.0,0.0,0.09923664122137403,0.0,0.0,0.0,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.0
3NZR:A,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00816326530612245,0.0,0.0163265306122449,1.0,1.0,1.0,0.979591836734694,0.0653061224489796,0.0,0.9755102040816328,0.0,0.0,0.0,0.020408163265306117,0.08571428571428573,0.053061224489795916,0.00816326530612245,0.0,0.0,0.0,0.0,0.2816326530612245,0.24489795918367346,0.0,0.0,0.0,0.0,0.0,0.2326530612244897,0.3224489795918367,0.0,0.0,0.0,0.0,0.0,0.2693877551020408,0.20408163265306128,0.0,0.0,0.0,0.0,0.0,0.053061224489795916,0.053061224489795916,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.07346938775510205,0.0,0.0,0.0,0.0,0.0,0.0,0.048979591836734684,0.0,0.0,0.0,0.0,0.0
1F6K:C,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0.003508771929824561,0.003508771929824561,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.0,0.17192982456140352,1.0,0.9980506822612084,1.0,0.9859649122807016,0.06315789473684211,0.0,0.8280701754385965,0.0,0.0019493177387914235,0.0,0.014035087719298246,0.09473684210526316,0.038596491228070184,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2070175438596492,0.0,0.0,0.0,0.0,0.0,0.2596491228070175,0.24912280701754386,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.3087719298245614,0.0,0.0,0.0,0.0,0.0,0.02456140350877193,0.04912280701754386,0.0,0.0,0.0,0.0,0.0,0.003508771929824561,0.1087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0
2YFD:A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007246376811594203,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.028985507246376805,0.0,0.2028985507246377,1.0,0.9699570815450644,1.0,0.9927536231884058,0.13043478260869565,0.0,0.7971014492753623,0.0,0.02145922746781116,0.0,0.007246376811594203,0.07971014492753623,0.043478260869565216,0.0,0.0,0.008583690987124462,0.0,0.0,0.2608695652173913,0.10869565217391304,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1956521739130435,0.0,0.0,0.0,0.0,0.0,0.14492753623188406,0.42028985507246375,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.08695652173913042,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0
2GAX:B,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2,0,0,1,0,0.007407407407407408,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.02962962962962963,0.0,0.1037037037037037,1.0,0.9699769053117784,1.0,1.0,0.0962962962962963,0.0,0.8814814814814815,0.0,0.030023094688221712,0.0,0.0,0.14074074074074075,0.037037037037037035,0.014814814814814815,0.0,0.0,0.0,0.0,0.43703703703703706,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.08148148148148149,0.0,0.0,0.0,0.0,0.0
